#,Hotel Name (English),Hotel Name (Arabic),City,License Number,Classification,Status,Hotel ID
1747,Burj alKhayr Company For Property Management,شركة برج الخير لادارة الأملاك,Makkah,10012480,Unclassified/Other,Active,299741
1748,Burj alKhayr Company For Property Management,شركة برج الخير لادارة الأملاك,Makkah,10012479,Unclassified/Other,Active,299715
1749,Mohammed bin Abdo bin Mohammed Al-Asiri Establishm,مؤسسة محمد بن عبده بن محمد العسيري للمواد الغذائية,Makkah,10012478,Unclassified/Other,Active,299626
1750,almanzuma alwahida Company,شركة المنظومة الواحدة للمقاولات المعمارية شخص واحد,Makkah,10012477,1-Star,Active,299979
1751,Musaed Bin Hussein Bin Khaishan Al-Omairi Contract,مؤسسة مساعد بن حسين بن خيشان العميري للمقاولات,Makkah,10012489,Unclassified/Other,Active,299595
1752,Afwaj alBayt Establishment For Umrah Services,مؤسسة افواج البيت لخدمات المعتمرين,Makkah,10012476,Unclassified/Other,Active,299795
1753,nur manazil alkaram Hotel Hotel,فندق نور منازل الكرام الفندقية,Makkah,10012474,Unclassified/Other,Active,299456
1754,Al Hijaz Al Mubaraka Establishment,مؤسسة الحجاز المباركة,Madina,10012309,1-Star,Active,301655
1755,Diyafat Al-alam company,شركة ضيافات العالم للاستثمار,Makkah,10012308,Unclassified/Other,Active,297895
1756,ABDULLAH SULIMAN MASHAT Establishment,مؤسسة عبدالله سليمان مشاط,Makkah,10012628,Unclassified/Other,Active,300901
1757,Saraya Al Naseem Hostel,نزل سرايا النسيم,Makkah,10012627,Unclassified/Other,Active,301378
1758,Muwaffaq Abdulhai Muhammad Amira General Contracti,مؤسسة موفق بن عبدالحى بن محمد عميره للمقاولات العامة,Makkah,10012625,Unclassified/Other,Active,300266
1759,almas agha waqf,وقف الماس اغا,Makkah,10012624,Unclassified/Other,Active,300236
1760,asfour alaqleemiya Company for Hotel services,شركة عصفور الاقليمية للخدمات الفندقية,Makkah,10012623,1-Star,Active,300317
1761,MUSTAFA HAMID ASHOUR Hotel,فندق مصطفى بن حامد عاشور,Makkah,10012622,Unclassified/Other,Active,300275
1762,Ward AlTanmawiyya Establishment Hotel,مؤسسة ورد التنموية الفندقية,Makkah,10012621,Unclassified/Other,Active,301135
1763,Asfar alhijaz alealamia Company For investment,شركة أسفار الحجاز العالمية للاستثمار,Makkah,10012473,Unclassified/Other,Active,299797
1764,Durat alTawhid Hotel For Tourist Accommodation,فندق درة التوحيد للايواء السياحي,Makkah,10012472,Unclassified/Other,Active,299618
1765,ISRAA MOON GLOBAL Company,شركة إسراء مون غلوبال,Makkah,10012471,Unclassified/Other,Active,299675
1766,muhammad ali hamid ghafuri Establishment,مؤسسة محمد علي حامد غفوري,Makkah,10012470,Unclassified/Other,Active,299704
1767,Anwar Al Salah Company Ltd.,شركة انوار الصلاح المحدودة,Makkah,10012469,1-Star,Active,300358
1768,Oyoun Al Taj International Company LTD,شركة عيون التاج الدولية المحدودة,Makkah,10012467,Unclassified/Other,Active,299742
1769,Yasser Mutair AlFahmi General Contracting Establi,مؤسسة ياسر مطير الفهمي للمقاولات عامة,Makkah,10012466,Unclassified/Other,Active,299635
1770,ABDULLAH ATIAH AZIZ ALZAHRANI Company,شركة عبدالله عطيه عزيز الزهراني للخدمات العامة,Makkah,10012475,Unclassified/Other,Active,299623
1771,aknan alsafa Company Hotel,شركة اكنان الصفا الفندقية,Makkah,10012465,Unclassified/Other,Active,299768
1772,Ithar Al Safwa Travel and Tourism Establishment Ho,مؤسسة ايثار الصفوة للسفر و السياحة,Makkah,10012464,Unclassified/Other,Active,299621
1773,isa muhammad ibrahim rawas charitable trust,وقف عيسى محمد ابراهيم رواس,Makkah,10012907,Unclassified/Other,Active,301975
1774,Sunaa Alnajah Hostel For tourist lodges,نزل صناع النجاح للنزل السياحيه,Makkah,10012906,Unclassified/Other,Active,301075
1775,Sunaa Alnajah Hostel For tourist lodges,نزل صناع النجاح للنزل السياحيه,Makkah,10012905,Unclassified/Other,Active,301716
1776,Fuhaydalbunyani Establishment Commercial,مؤسسة فهيدالبنياني التجارية,Makkah,10012904,Unclassified/Other,Active,301217
1777,Abdullah Abdulkarim Al Othaim Al Muttahida Hotel,فندق عبدالله عبدالكريم العثيم المتحدة,Makkah,10012903,Unclassified/Other,Active,301196
1778,Ahd Saad bin Musaad Alharithi Establishment,مؤسسة عهد سعد بن مساعد الحارثي لتشغيل الفنادق,Makkah,10012901,Unclassified/Other,Active,301055
1779,Hilm Company For Travel and tourism,شركة حلم للسفر و السياحة شركة شخص واحد,Makkah,10012900,Unclassified/Other,Active,301056
1780,manarat jarul Company Hotel sharikat shakhs wahid,شركة منارات جرول الفندقية شركة شخص واحد,Makkah,10012899,1-Star,Active,301201
1781,Mohammad Aref Sheikh Omar wa Zawjatuhu Karima char,وقف محمد عارف شيخ عمر وزوجته كريمة,Makkah,10012898,Unclassified/Other,Active,301222
1782,altur 5 Company,شركة الطور 5,Makkah,10012897,Unclassified/Other,Active,301076
1783,awtar alfn Company To operate hotels,شركة أوتار الفن لتشغيل الفنادق,Makkah,10012620,Unclassified/Other,Active,300095
1784,Snood Company Hotel sharikat musahama muqfala,شركة سنود الفندقية شركة مساهمة مقفلة,Makkah,10012619,Unclassified/Other,Active,300035
1785,amal almashair Establishment To operate hotels,مؤسسة أمل المشاعر لتشغيل الفنادق,Makkah,10012618,Unclassified/Other,Active,300270
1786,OSAMA AHMAD M ALBOURAE Hostel,نزل اسامه بن احمد بن محمد بارحيم البرعى,Makkah,10012616,Unclassified/Other,Active,300415
1787,Nozhat Al-Mushtaq Hotel Company,شركة نزهة المشتاق الفندقية شخص واحد,Makkah,10012615,Unclassified/Other,Active,300265
1788,Mansour Abdulaziz Saud Al-Dughaither Hotel,فندق منصور عبدالعزيز سعود الدغيثر الفندقية,Makkah,10012660,Unclassified/Other,Active,300297
1789,"Al-Saqr International Trading, Industry and Invest",شركة الصقر العالمية للتجارة والصناعة والاستثمار المحدودة,Makkah,10012659,Unclassified/Other,Active,301575
1790,HUSSAIN ALI M ALHAYYAN Hostel,نزل حسين علي محمد الحيان,Makkah,10012658,Unclassified/Other,Active,300695
1791,TURKI MOHAMMED ALMUQATI Establishment Holding,مؤسسة تركى محمد المقاطى القابضة,Makkah,10012657,Unclassified/Other,Active,300337
1792,Diyar Al Rayan Hotel Hotel,فندق ديار الريان الفندقية,Makkah,10012463,Unclassified/Other,Active,299778
1793,alamir abd alahad amir bokhari charitable trust,وقف الأمير عبد الأحد أمير بخارى,Makkah,10012462,Unclassified/Other,Active,299616
1794,subl alhayat alkhaleejia Company For Contracting,شركة سبل الحياة الخليجية للمقاولات,Makkah,10012461,Unclassified/Other,Active,299374
1795,Yaqzan Saleh Al-Jabri Tourist Hospitality Inn,نزل يقظان صالح الجابري للضيافة السياحي,Makkah,10012460,Unclassified/Other,Active,300857
1796,Maatouk Mohammed Noor Ahmed Sandi Contracting Esta,مؤسسة معتوق محمدنور احمد سندى للمقاولات,Makkah,10012458,Unclassified/Other,Active,299740
1797,ISMAIL FALLATAH HOSTEL,مؤسسة محمد اسماعيل على فلاته الفندقية,Makkah,10012457,Unclassified/Other,Active,299769
1798,mabna aldar albayda Establishment,مؤسسة مبنى الدار البيضاء,Makkah,10012456,Unclassified/Other,Active,299435
1799,Nazal Nawaf Abdulaziz bin Abdullah Al-Essa,نزل نواف عبدالعزيز بن عبدالله العيسى,Makkah,10012455,Unclassified/Other,Active,299475
1800,M A B H Establishment,مؤسسة إم إيه بي إتش,Makkah,10012454,Unclassified/Other,Active,299625
1801,Muhamis Shumukh Alkeif Company For coffee,شركة محامص شموخ الكيف للقهوة,Makkah,10012453,Unclassified/Other,Active,299697
1802,alhulul alasriyah Office For Real Estate Services,مكتب الحلول العصرية للخدمات العقارية,Makkah,10012896,Unclassified/Other,Active,301115
1803,Murjanat Alhijaz Hotel Hotel,فندق مرجانة الحجاز الفندقية,Makkah,10012908,1-Star,Active,301435
1804,ABDULRAHMAN ABDULRAHIM BAWZEER Establishment,مؤسسة عبدالرحمن بن عبدالرحيم باوزير,Makkah,10012889,Unclassified/Other,Active,301095
1805,alfrsan aldhhbyh Company To operate hotels,شركة الفرسان الذهبيه لتشغيل الفنادق,Makkah,10012596,Unclassified/Other,Active,299702
1806,MANSOUR FURAYJ ALOMAYRI Establishment Commercial,مؤسسة منصور بن فريج العميري التجارية,Makkah,10012594,Unclassified/Other,Active,299879
1807,imad alaziziya Company Commercial,شركة عماد العزيزية التجارية,Makkah,10012593,Unclassified/Other,Active,299976
1808,HELAL,مؤسسة هلال حاسن بن حمدان القشمري التجارية,Makkah,10012592,Unclassified/Other,Active,299996
1809,aljawahir alnabiyla Center,مركز الجواهر النبيلة,Makkah,10012591,Unclassified/Other,Active,299835
1810,ghayth sitar Establishment,مؤسسة غيث ستار,Makkah,10012590,Unclassified/Other,Active,300221
1811,diar albnna Establishment Commercial,مؤسسة ديار البناء التجارية,Makkah,10012598,Unclassified/Other,Active,300279
1812,dar saqifah Establishment,مؤسسة دار سقيفة,Makkah,10012597,Unclassified/Other,Active,299754
1813,AHMED MOHAMMEDFARUQ ALANA Establishment,مؤسسة احمد محمدفاروق الانا,Makkah,10012589,Unclassified/Other,Active,300245
1814,ALI ABDULLAH BAATIYYAH Establishment Hotel,مؤسسة على عبدالله باعطيه الفندقية,Makkah,10012655,Unclassified/Other,Active,300301
1815,SULAIMAN ABDULLAH ALMEKHLEF Establishment,مؤسسة سليمان بن عبدالله المخلف,Makkah,10012654,Unclassified/Other,Active,300230
1816,Omar Bin Mohammed AlAmro Establishment,مؤسسة عمر بن محمد العمرو ا التجارية,Makkah,10012653,Unclassified/Other,Active,300224
1817,alkhaymah Company To operate hotels,شركة الخيمة لتشغيل الفنادق,Makkah,10012652,Unclassified/Other,Active,300237
1818,saadat aldaryn Establishment,مؤسسة سعادة الدارين,Makkah,10012651,Unclassified/Other,Active,300390
1819,alruh alhurra Company Hotel,شركة الروح الحرة الفندقية,Makkah,10012649,Unclassified/Other,Active,300268
1820,funduq alsaqriyah Company Hotel,شركة فندق الصقرية الفندقية,Makkah,10012648,1-Star,Active,300231
1821,alRisalah alJawar Hotel For Hotel Services,فندق الرسالة الجوار للخدمات الفندقيه,Makkah,10012647,Unclassified/Other,Active,300263
1822,wahat aliqama Apartments,شقق واحة الإقامة,Makkah,10012645,Unclassified/Other,Active,300271
1823,Rafia Badi Faleh AlJahmi,مؤسسة رفيعه بديع فالح الجهمي للصيانة والنظافة,Makkah,10012452,Unclassified/Other,Active,299619
1824,Establishment For Hotel Services,مؤسسة تميز الصفوة للخدمات الفندقيه,Makkah,10012459,Unclassified/Other,Active,299743
1825,aljud walsalam Hostel For tourist lodges,نزل الجود والسلام للنزل السياحيه,Makkah,10012451,Unclassified/Other,Active,299631
1826,masar almiawiya Establishment Commercial,مؤسسة مسار المئوية التجارية,Makkah,10012450,Unclassified/Other,Active,299371
1827,masar almiawiya Establishment Commercial,مؤسسة مسار المئوية التجارية,Makkah,10012449,Unclassified/Other,Active,299397
1828,aljaber alkhadamat aldawliyah Company Ltd.,شركة الجابر الخدمات الدولية المحدودة,Makkah,10012448,Unclassified/Other,Active,299366
1829,alfrsan aldhhbyh Company To operate hotels,شركة الفرسان الذهبيه لتشغيل الفنادق,Makkah,10012447,Unclassified/Other,Active,299497
1830,Husayn Tahir Fayumi charitable trust,وقف حسين طاهر فيومي,Makkah,10012950,Unclassified/Other,Active,301337
1831,HELAL,مؤسسة هلال حاسن بن حمدان القشمري التجارية,Makkah,10012949,Unclassified/Other,Active,301317
1832,muhammad ali bin mulla isa charitable trust,وقف محمد علي بن ملا عيسى,Makkah,10012948,Unclassified/Other,Active,301535
1833,Qalat AlTanfeez Establishment For Contracting,مؤسسة قلعة التنفيذ للمقاولات,Makkah,10012886,Unclassified/Other,Active,301077
1834,OMAR MAHMOUD ALMALKI Establishment Commercial,مؤسسة عمر محمود المالكى التجارية,Makkah,10012885,Unclassified/Other,Active,301116
1835,alriyada alalamia Company For Travel and tourism,شركة الريادة العالمية للسفر و السياحة,Makkah,10011143,1-Star,Active,289776
1836,qasr alkadi Hotel Hotel,فندق قصر الكادي الفندقية,Makkah,10011141,1-Star,Active,289755
1837,akhyar almahbas Company Hotel,شركة أخيار المحبس الفندقية,Makkah,10011140,1-Star,Active,290815
1838,Aatif Alhaditha Establishment Commercial,مؤسسة عاطف الحديثة التجارية,Makkah,10012588,Unclassified/Other,Active,300015
1839,masar almiawiya Establishment Commercial,مؤسسة مسار المئوية التجارية,Makkah,10012587,Unclassified/Other,Active,300401
1840,Barakat AlMakkiyya Establishment For Trips,مؤسسة بركة المكية لتنظيم الرحلات,Makkah,10012586,Unclassified/Other,Active,300273
