Hotel Name (English),Hotel Name (Arabic),City,License Number,Classification,Status,Hotel ID
KHALED MAHMOUD S QATTAN Establishment,مؤسسة خالد محمود صالح قطان,Makkah,10011402,Unclassified/Other,Active,294015
HUSSAIN ALI ALQURASHI Establishment,مؤسسة حسين بن علي القرشي,Makkah,10011401,Unclassified/Other,Active,294265
tamaz alsawfa,مؤسسة تميز الصفوة للخدمات الفندقيه,Makkah,10011457,Unclassified/Other,Active,291617
nukhbat alusus almumtazih Company,شركة نخبة الأسس المتميزة,Makkah,10011456,Unclassified/Other,Active,291778
Majmouat Marai bin Mahfouz Shurakah Musahamah Saud,شركة مجموعة مرعي بن محفوظ وشركاه مساهمة سعودية مقفلة,Makkah,10011455,Unclassified/Other,Active,292176
Abdulkarim Ubaid Thabit Althubaiti Establishment,مؤسسة عبدالكريم عبيد ثابت الثبيتي التجارية,Makkah,10011454,Unclassified/Other,Active,292279
diafat albayt alatiq Establishment,مؤسسة ضيافة البيت العتيق,Makkah,10011453,Unclassified/Other,Active,291255
alkafaa almithaliyah Hostel For tourist lodges,نزل الكفاءة المثاليه للنزل السياحيه,Makkah,10011452,Unclassified/Other,Active,293237
Arjwan AlSaadah Hotel,فندق ارجوان السعادة,Madinah,10008898,1-Star,Active,235822
nasuk alayman hotel,نسك الايمان,Madinah,10008896,1-Star,Active,235739
Kayan Almadina Hotel,فندق كيان المدينة,Madinah,10007667,1-Star,Active,227498
The House of Faith,دار الايمان الحرم ,Madinah,10007660,4-Star,Active,235829
Al-Deem Serviced Apartments,شقق الديم للشقق المخدومة,Madinah,10007656,2-Star,Active,259887
EWAN DAR ALHEJRA HOTEL,شركة إيوان دار الهجرة الفندقية,Madinah,10007648,1-Star,Active,254601
Dua Roz Hotel,شركة فندق دعاء روز الفندقية ,Madinah,10010333,1-Star,Active,224825
Shams Al Madinah Hostel,شركة شمس المدينة المحدودة,Madinah,10009550,Unclassified/Other,Active,226837
AlSanobra Hotel Company,شركة الصنوبره الفندقية,Madinah,10009540,1-Star,Active,288316
HOTEL TALLAQ for Hotel services,فندق تلاق للخدمات الفندقيه,Madinah,10008891,1-Star,Active,258815
Durrat Al Azizia for Serviced Apartments,شقق درة العزيزية للشقق المخدومة,Madinah,10008432,2-Star,Active,271663
MNAZEL EL TEF FOR SERVICED APARTMENTS,شركة منازل الطيف للشقق المخدومة شركة شخص واحد,Madinah,10008557,Code 27,Active,298695
Rehab Harmony Hotel,فندق رحاب هارموني,Madinah,10008089,1-Star,Active,235762
MANAZEL ALAZIZIYAH FOR SERVICED APARTMENTS,شقق منازل العزيزية للشقق المخدومة,Madinah,10008423,Code 27,Active,302015
Lviv ALmumayazah Hotel,شركة لفيف المميزة الفندقية,Madinah,10007820,1-Star,Active,288315
Byt Almadina serviced arartmint,شقق بيت المدينة للشقق المخدومة,Madinah,10007818,2-Star,Active,255095
Gacine hotel,فندق غسن الفندقية,Madinah,10007808,1-Star,Active,254695
Dan Golden Hotel,شركة دان الذهبي الفندقية,Madinah,10007800,1-Star,Active,258755
Tamanina Hotel Company,شركة طمأنينة الفندقية,Madinah,10009901,2-Star,Active,287501
Safa Taiba Hotel Operation Company,شركة صفا طيبه لتشغيل الفنادق,Madinah,10009199,1-Star,Active,251045
Abdul Malik Hotel,مؤسسة عبدالملك بن مصلح بن عيظه الفهمي لتشغيل الفنادق,Makkah,10010879,1-Star,Active,271815
Matouk bin Muzand Salem ALQarhi Hotel Service Est,مؤسسة فندق معتوق بن مزند بن سالم القارحي للخدمات الفندقيه,Makkah,10010878,1-Star,Active,288555
Rua Al Dhiyafa Hotel,رؤى الضيافة ,Madinah,10010887,1-Star,Active,271835
Park Plaza Hotel,فندق بارك بلازا الفندقية,Makkah,10010953,3-Star,Active,288475
ALMOWHDEEN ALMASIH HOTEL,فندق الموحدين الماسية الفندقية,Makkah,10010952,1-Star,Active,287957
PARK ELIAS HOTEL,فندق بارك الياس للضيافة السياحي,Makkah,10010959,1-Star,Active,296175
Diyar Al Safa Hotel Services Company,شركة ديار الصفا للخدمات الفندقية شخص واحد,Madinah,10011026,Unclassified/Other,Active,288735
Rahma Alfarida Company Limited,شركة رحمة الفريدة المحدودة,Makkah,10011035,1-Star,Active,289715
Manazil Al Izz Hotel Hotel,فندق منازل العز الفندقية,Makkah,10011258,Unclassified/Other,Active,290699
Almustahdith lilmuqawalat,شركة المستحدث للمقاولات شركة ذات المسؤولية المحدودة من,Makkah,10011256,Unclassified/Other,Active,293140
riyadat alamakin Company For investment,شركة ريادة الأماكن للاستثمار,Makkah,10011253,1-Star,Active,290335
karam alwifadah Establishment,مؤسسة كرم الوفادة,Makkah,10011251,Unclassified/Other,Active,291375
Qawasem Alkhayrat Hostel For tourist lodges,نزل قواسم الخيرات للنزل السياحيه,Makkah,10011451,Unclassified/Other,Active,291476
alamoudu est,مؤسسة محمد احمد العمودي التجارية,Makkah,10011447,Unclassified/Other,Active,291484
Osama Saad Sunki General Contracting Establishment,مؤسسة أسامه سعد بن حامد سنكى للمقاولات العامة,Makkah,10011444,Unclassified/Other,Active,292715
Mubarak Al Barakati Hotel,فندق مبارك بن عبدالله بن سالم البركاتي الفندقية,Makkah,10011441,1-Star,Active,292076
Ajial Taiba,أجيال طيبة,Madinah,10011460,Unclassified/Other,Active,291402
ABDULMAJEEDALI SAEED ALZAHRANI EST,مؤسسة عبدالمجيد علي سعيد الزهراني لنقل الحجاج والمعتمرين,Makkah,10011459,Unclassified/Other,Active,291399
BURJ ALMARJAN ALALAMI HOTEL,شركة برج المرجان العالمي للخدمات الفندقيه,Madinah,10008758,1-Star,Active,227846
roaya alandalus,شركة رؤيا الأندلس لتشغيل الفنادق,Madinah,10008878,2-Star,Active,259459
Sama Golden Hotel,فندق سما الذهبي الفندقية,Madinah,10008755,1-Star,Active,225269
Grand Zowar hotel,فندق جراند زوار للضيافة السياحي,Madinah,10008871,1-Star,Active,230686
Salsabil AlDhahabi Renewed Company,شركة سلسبيل الذهبي المتجدد للخدمات الفندقيه,Madinah,10008870,1-Star,Active,235811
SPALL PIUS HOTEL,فندق سبال بلس الفندقية,Madinah,10008861,1-Star,Active,227416
Diyar Al Nakheel Hotel,فندق ديار النخيل الفندقية,Madinah,10008860,1-Star,Active,235632
shaqaq filfit almakhduma,شقق المخملية المخدومة,Madinah,10007685,2-Star,Active,259175
Al-Muna Kareem Hotel for Tourist Accommodation,فندق المنى كريم للايواء السياحي,Madinah,10009201,3-Star,Active,221992
Al Manakha Rotana Hotel,المناخة روتانا,Madinah,10008380,Unclassified/Other,Active,235832
Hotel NAWAH ALAZIZIA Hotel,فندق نواة العزيزية الفندقية,Madinah,10008047,1-Star,Active,271635
AYID MAGBOL ALGHARNI Hotel Commercial,فندق عايض مقبول القرني التجارية,Madinah,10007798,1-Star,Active,288815
Mamoun Abdulghani Bri Hotel,فندق مأمون عبدالغني مأمون بري الفندقية,Madinah,10007788,1-Star,Active,251178
almanzil aalmasi for serviced apartments,شقق المنزل الماسي للشقق المخدومة,Madinah,10007786,2-Star,Active,271616
Luma Hotel,فندق لوما الفندقية,Madinah,10007768,1-Star,Active,259923
Dar Al Iman Intercontinental Hotel,شركة مساكن الايمان للخدمات الفندقيه,Madinah,10009871,Unclassified/Other,Active,288095
Diyar Al Salam Al Fidhi Hotel,فندق ديار السلام الفضي,Madinah,10009102,1-Star,Active,228022
Dhyafat Alzaer hotel,فندق ضيافة الزائر,Madinah,10009101,1-Star,Active,235886
maydan albayt Company Hotel shakhs wahid,شركة ميدان البيت الفندقية شخص واحد,Makkah,10011050,1-Star,Active,289156
Rehab Al Madain Tourist Lodges Company,شركة رحاب المدائن للنزل السياحيه,Madinah,10011046,Unclassified/Other,Active,288935
MEEZAB ALRAWDAH HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10011044,1-Star,Active,293980
Company Hotel ALTALAAYIE,شركة الطلائع الفندقية,Makkah,10011043,1-Star,Active,288995
Company To operate hotels shakhs wahid,شركة فرسان الغد لتشغيل الفنادق شخص واحد,Madinah,10011041,Unclassified/Other,Active,288975
Abdulhamid Ahmed Saqr Hotel Hotel Establishment,مؤسسة فندق عبدالحميد احمد صقر الفندقية,Madinah,10011082,Unclassified/Other,Active,289315
Immigration One Hotel Company,شركة الهجرة واحد الفندقية,Makkah,10011115,1-Star,Active,296655
Fayez Ali Bin Mohammed BujayriHotel for Tourist Ac,مؤسسة فندق فايز على بن محمد بجيرى للايواء السياحي,Makkah,10011122,1-Star,Active,290659
Moro Company Global lilshqq walfanadiq sharikat sh,شركة مورو العالمية للشقق والفنادق شركة شخص واحد,Makkah,10011119,1-Star,Active,290158
Al Rayyan Hospitality Company for Hotel Management,شركة الريان الضيافة لأدارة وتشغيل الفنادق,Makkah,10010962,1-Star,Active,287995
Establishment iwaa almatl,مؤسسة إيواء المطل,Madinah,10011335,Code 27,Active,301155
dar almashair alawla Company Ltd.,شركة دار المشاعر الأولى المحدودة,Makkah,10011334,Unclassified/Other,Active,291477
najmat rawat alkhayl alfunduqiah Establishment,مؤسسة نجمة روعة الخليل الفندقية,Makkah,10011333,1-Star,Active,292435
Kurat alMashair Hotel Hotel,فندق كرة المشاعر الفندقية,Makkah,10011331,1-Star,Active,292475
Aaliyah AlDawadiyah Hotel Hotel,فندق عالية الدوادية الفندقية,Madinah,10011330,1-Star,Active,290678
Bayt Yel Hotel Management Corporation,مؤسسة بيوت يل لتشغيل الفنادق,Makkah,10011329,Unclassified/Other,Active,290982
alshahba almaskia Company,شركة الشهباء الماسية,Makkah,10011328,1-Star,Active,292577
Diyafat Al Naseem Al Mumayyaz Establishment For re,مؤسسة ضيافة النسيم المميز للوحدات السكنية,Makkah,10011327,Unclassified/Other,Active,291339
Ahda alamakin Establishment For furnished apartmen,مؤسسة أهدى الأماكن للشقق المفروشة,Makkah,10011326,Unclassified/Other,Active,291337
Hotel RASIA Hotel,فندق راسيا الفندقية,Madinah,10007682,1-Star,Active,271760
Al Shohadaa ALFAKHIR  Hotel Apartments,شقق الشهداء الفاخر للشقق المخدومة,Madinah,10007680,2-Star,Active,259095
Al Fakhama Diamond Serviced Apartments,شقق الفخامة الماسية للشقق المخدومة,Madinah,10007678,2-Star,Active,221921
Golden Jasmine Hotel,فندق الياسمين الذهبي الفندقية,Madinah,10007674,1-Star,Active,241471
Elite Haven,مؤسسة إيلايت هافن,Madinah,10010310,Unclassified/Other,Active,256834
ANAF HOTEL,مؤسسة فندق أناف للايواء السياحي,Madinah,10010309,1-Star,Active,254675
Maghreb Hotel for Tourist Hospitality,شركة فندق المغاربي للضيافة السياحي,Madinah,10010199,1-Star,Active,241256
Sina Serviced Apartments Company One Person,شركة سينا للشقق المخدومة شخص واحد,Madinah,10010198,2-Star,Active,256415
Rabwa Al Safwa Hotel 8,فندق ربوة الصفوة,Madinah,10010188,1-Star,Active,269875
HOTEL ALBARAKA KARIM TOURISM HOSPITALITY COMPANY,فندق شركة البركة كريم للضيافة السياحي,Madinah,10009519,1-Star,Active,235926
Company Diyar wahat alnazzil Hotel,شركة ديار واحة النزيل للخدمات الفندقيه,Madinah,10008963,1-Star,Active,239155
ALSHAHBA,الشهباء,Madinah,10009098,1-Star,Active,235833
Muna Alsalaam,المنى السلام,Madinah,10008959,1-Star,Active,235892
AJENHA ALFIA ALMADINAH,أجنحة ألفيه المدينة,Madinah,10008347,1-Star,Active,235872
ZAHA ALMADINA HOTEL,فندق زها المدينة,Madinah,10008033,1-Star,Active,235795
PROVINCE ALSHAM HOTEL,فندق الشام الاقليمية,Madinah,10008032,1-Star,Active,230422
ASTONEAST TAIBA HOTEL,فندق اسنونيست طيبة,Madinah,10008030,1-Star,Active,244175
Al Mokhtara Tower Hotel,شركة فندق برج المختاره الفندقية,Madinah,10010297,1-Star,Active,224932
Shaza Al Hijra Hotel Establishment for Tourism Hos,مؤسسة فندق شذا الهجرة للضيافة السياحي,Madinah,10010580,Unclassified/Other,Active,221993
HELLA TAYBA hotel,فندق هلا طيبة الفندقية,Madinah,10010290,1-Star,Active,287977
diof altawhid company,شركة ضيوف التوحيد المحدودة,Makkah,10011177,1-Star,Active,290135
Lujain Al Dhahabi Company Ltd.,شركة لجين الذهبي المحدودة,Madinah,10011175,1-Star,Active,289936
Benon Alhadithah Company Hotel,شركة بينون الحديثة المحدودة,Makkah,10011173,1-Star,Active,290143
awtad alimtiaz Company Hotel,شركة أوتاد الامتياز الفندقية,Makkah,10011172,1-Star,Active,290295
alsafa albaraka Company Ltd.,شركة الصفا البركة المحدودة,Madinah,10011192,1-Star,Active,289995
jawharat almanshia,فندق جوهرة المنشية,Makkah,10011190,1-Star,Active,290597
Wisam Al Madinah Company for hotels managemnets,شركة وسام المدينة لتشغيل الفنادق شركة شخص واحد,Madinah,10011186,1-Star,Active,290015
Safwat al Abrar Hotel For Tourist Accommodation,فندق صفوة الابرار للايواء السياحي,Makkah,10011224,Unclassified/Other,Active,291557
dar almashair alawla Company Ltd,شركة دار المشاعر الأولى المحدودة,Makkah,10011243,Unclassified/Other,Active,290696
Stone Square Hotel Foundation,مؤسسة ساحة الحجارة الفندقية,Makkah,10011500,1-Star,Active,291575
aldhayafa almasiya Company,شركة الضيافة الماسية المحدودة شركة شخص واحد,Makkah,10011499,1-Star,Active,293458
